NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,DIST,STAR,MSTAR,RSTAR,TEFF,HD,HR,HIPP,GL
,mjupiter,au,day,,deg,jd,m/s,,,,,rjupiter,pc,,msun,rsun,k,,,,
mu Ara d,0.0345873,0.0927843,9.6386,0.172,212.7,2452991.1,3.06,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Santos 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..19S,,15.5111,mu Ara,1.147,1.25035,5784.28,160691,6585,86796,
HD 3651 b,0.228975,0.29472,62.218,0.596,245.5,2453932.6,15.9,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...590.1081F,,11.0595,HD 3651,0.882,0.934685,5220.58,3651,166,3093,27
KIC 11442793 b,,,0,,,,,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,780,KIC 11442793,1.2,,6080,,,,
HD 99706 b,1.40289,2.13423,868,0.37,6,2455220,22.4,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,129,HD 99706,1.72,5.26341,4932,99706,,55994,
HD 169830 b,2.88946,0.813279,225.62,0.31,148,2451923,80.7,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,,36.6032,HD 169830,1.407,1.80318,6221.43,169830,6907,90485,
HD 175541 b,0.52763,0.961227,297.3,0.33,183,2450213,14,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,,127.065,HD 175541,1.34,3.07498,5111,175541,,92895,
HD 202206 c,2.33098,2.49004,1383.4,0.267,78.99,2452435.990435649,42.01,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,,45.3309,HD 202206,1.074,0.985786,5787.84,202206,,104903,
HD 145457 b,2.97219,0.762504,176.3,0.112,300,2453518,70.6,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,,125.313,HD 145457,1.9,9.54834,4757,145457,,79219,
HD 206610 b,1.97113,1.53703,610,0.229,296,2454677,40.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,193.798,HD 206610,1.3,4.98482,4821,206610,,107251,
HD 12661 c,1.9487,2.91927,1707.8812,0.0312556,165.406,2456153.417,30.4148,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...586.1394F,,34.9528,HD 12661,1.136,1.06782,5742.75,12661,,9683,
Kepler-12 b,0.431855,0.0556348,4.4379637,0,182,2455000.68,48.2,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.695,600,Kepler-12,1.166,1.483,5947,,,,
KIC 11442793 b,,,0,,,,,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,780,KIC 11442793,1.2,,6080,,,,
HAT-P-36 b,1.83475,0.0238229,1.327347,0.063,95,2455565.198,334.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.264,317,HAT-P-36,1.022,1.096,5560,,,,
WASP-35 b,0.716644,0.0431283,3.161575,0,90,2455531.47907,94.82,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,1.32,,WASP-35,1.07,1.09,5990,,,,
HD 69830 d,0.0563373,0.627426,197,0.07,224,2453358,2.2,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,,12.4938,HD 69830,0.849,0.921634,5360,69830,3259,40693,302
HD 28254 b,1.1614,2.14768,1116,0.81,301,2454049,37.3,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,,54.6747,HD 28254,1.06,1.56874,5664,28254,,20606,
HD 81688 b,2.6907,0.811148,184.02,0,0,2452335.4,58.58,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,,85.8369,HD 81688,2.1,20.8234,4753,81688,3743,46471,
HD 210277 b,1.27275,1.13105,442.19,0.476,119.1,2450104.3,38.94,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 1999,http://adsabs.harvard.edu/abs/1999ApJ...520..239M,,21.561,HD 210277,0.986,0.939154,5555.23,210277,,109378,84
WTS-1 b,,0.0465809,3.352059,0.05,,2454318.7472,,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C,1.49,3200,WTS-1,1.2,1.15,6250,,,,
HR 8799 c,,42.4842,82145,0,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M,1.2,39.4,HR 8799,1.516,1.44,7193,218396,8799,114189,
Kepler-51 b,,0.248169,45.1555023,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.628398,,Kepler-51,1,0.91,5803,,,,
XO-1 b,0.918265,0.049283,3.941534,0,90,2453808.917,116,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,1.206,171.821,XO-1,1.027,0.934,5750,,,,
Kepler-33 d,,0.166175,21.77596,0,90,2455022.8,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.477,,Kepler-33,1.291,1.82,5904,,,,
Kepler-20 d,0.0236858,0.345324,77.61184,0,74.0546,2454955.434,1.2,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.24512,290,Kepler-20,0.912,0.944,5466,,,,
55 Cnc b,0.801471,0.113377,14.651,0.004,110,2453035,71.11,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,,12.3411,55 Cnc,0.905,0.943,5196,75732,3522,43587,324
Kepler-74 b,0.665099,0.0827067,7.340718,0.287,64,2454967.04,58,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.32,1330,Kepler-74,1.4,1.51,6050,,,,
HD 207832 b,0.564176,0.569755,161.97,0.13,130.8,2453191.07306,22.1,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,,54.4366,HD 207832,0.94,0.901,5710,207832,,107985,
WASP-55 b,0.57116,0.0532575,4.465633,0,90,2455737.9396,70,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.3,330,WASP-55,1.01,1.06,5900,,,,
HD 33283 b,0.330171,0.145378,18.179001,0.48,155.8,2453017.6,25.2,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,,94.162,HD 33283,1.24,1.45431,5995,33283,,23889,
OGLE-TR-111 b,0.548481,0.0468862,4.0161,0,90,2452330.449,78,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Pont 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..15P,1.051,,OGLE-TR-111,0.852,0.831,5040,,,,
MOA-2007-BLG-400L b,,,,,,,,Dong 2009,http://adsabs.harvard.edu/abs/2009ApJ...698.1826D,Dong 2009,http://adsabs.harvard.edu/abs/2009ApJ...698.1826D,,6000,MOA-2007-BLG-400L,0.3,,,,,,
HD 10180 e,0.0797893,0.269917,49.747,0.065,174,2454008.7883,4.25,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,,39.0168,HD 10180,1.06,1.10851,5911,10180,,7599,
55 Cnc d,3.54451,5.47467,4909,0.02,254,2453490,45.2,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Marcy 2002,http://adsabs.harvard.edu/abs/2002ApJ...581.1375M,,12.3411,55 Cnc,0.905,0.943,5196,75732,3522,43587,324
WASP-3 b,2.00437,0.0314948,1.846834,0,90,2454605.55922,290.5,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,1.29,220,WASP-3,1.22,1.31,6400,,,,
HD 148156 b,0.847612,2.12913,1027,0.52,35,2454707,17.5,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,,51.5996,HD 148156,1.22,0.965665,6308,148156,,80680,
TrES-5 b,1.77,0.0245157,1.4822446,0,90,2455443.25153,339.8,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,1.209,360,TrES-5,0.893,0.866,5171,,,,
HD 222155 b,2.02633,5.13864,3999,0.16,137,2456319,24.2,Boisse 2012,http://adsabs.harvard.edu/abs/2012A%26A...545A..55B,Boisse 2012,http://adsabs.harvard.edu/abs/2012A%26A...545A..55B,,49.1,HD 222155,1.13,1.67,5765,222155,,116616,
HD 73526 b,2.8556,0.646509,188.3,0.19,203,2451167.1474222224,102,Tinney 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..594T,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,,100.705,HD 73526,1.014,1.45542,5583.74,73526,,42282,
HD 117207 b,1.8189,3.73753,2597,0.144,73,2450630,26.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,,33.0469,HD 117207,1.031,0.951872,5723.69,117207,,65808,
HD 121504 b,1.2223,0.328688,63.330002,0.03,265,2451450,55.8,Mayor 2004,http://adsabs.harvard.edu/abs/2004A&A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A&A...415..391M,,45.106,HD 121504,1.18,0.844267,6075,121504,,68162,
HD 156846 b,11.0076,1.11751,359.51001,0.8472,52.23,2453998.09,464.3,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,,47.619,HD 156846,1.43,1.58242,6138,156846,,84856,
Kepler-18 b,0.0216244,0.0447299,3.504725,0,90,2454966.5068,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.17843,,Kepler-18,0.972,1.108,5383,,,,
HR 8799 d,,26.7553,41054,0.1,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M,1.37,39.4,HR 8799,1.516,1.44,7193,218396,8799,114189,
HAT-P-23 b,2.0884,0.0231971,1.212884,0.106,118,2454852.341,368.5,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,1.368,393,HAT-P-23,1.13,1.203,5905,,,,
HD 224693 b,0.714594,0.192441,26.73,0.05,6,2453193.9,40.2,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,,98.4252,HD 224693,1.33,1.17028,6037,224693,,118319,
HD 158038 b,1.79425,1.49788,521,0.291,334,2455491,33.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,103.6,HD 158038,1.65,5.30151,4897,158038,,85294,
Kepler-26 c,0,0.113189,17.25204,0,90,2454982.8854,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.320884,,Kepler-26,0.65,0.59,3933,,,,
GJ 179 b,0.824243,2.41241,2288,0.21,153,2455140,25.8,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,,12.288,GJ 179,0.357,,3370,,,22627,179
Kepler-22 b,0,0.848513,289.8623,,,,,Borucki 2012,http://adsabs.harvard.edu/abs/2012ApJ...745..120B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.2125,190,Kepler-22,0.97,0.979,5518,,,,
Kepler-68 c,0.0137538,0.0907019,9.605085,0,90,2454969.3805,1.25,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.0849452,135,Kepler-68,1.079,1.243,5793,,,,
Kepler-42 d,,0.0150222,1.865169,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0508067,38.7,Kepler-42,0.13,0.17,3068,,,,
HD 143361 b,3.03499,2.03474,1086,0.18,187,2453439,63,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,,65.6599,HD 143361,0.95,,,143361,,78521,
HD 155358 b,0.819484,0.626938,194.3,0.17,143,2451224.8,32,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,,44.1112,HD 155358,0.87,1.49875,5760,155358,,83949,
HD 192310 b,0.0531258,0.322307,74.72,0.13,173,2455116.198,3,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,,8.82379,HD 192310,0.8,0.847025,5166,192310,7722,99825,
WASP-64 b,1.2691,0.0265195,1.5732918,0,90,2455582.60169,221,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,1.271,350,WASP-64,1.004,1.058,5550,,,,
upsilon And b,0.669277,0.0593858,4.6171363,0.013,50.9829,2454425.017,68.2132,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,,13.4916,upsilon And,1.31,1.383,6212.65,9826,458,7513,61
Kepler-56 c,,0.167568,21.4050484,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.699706,,Kepler-56,1.37,0.58,4931,,,,
HD 86081 b,1.49595,0.0346186,2.1375,0.008,251,2453694.8,207.7,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,,95.3289,HD 86081,1.21,1.18909,6028,86081,,48711,
HD 109246 b,0.768085,0.328074,68.27,0.12,235,2454824.6,38.2,Boisse 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..88B,Boisse 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..88B,,66.0502,HD 109246,1.01,1.00892,5844,109246,,61177,
Kepler-68 d,0.845413,1.39639,580,0.18,,,19.9,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,135,Kepler-68,1.079,1.243,5793,,,,
HD 128311 c,3.24848,1.74533,923.8,0.23,28,2456987,78.8,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,,16.5016,HD 128311,0.828,0.58322,4965.42,128311,,71395,3860
CoRoT-23 b,3.07662,0.0483417,3.6313,0.16,52,,377,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,1.05,599.988,CoRoT-23,1.14,1.61,5900,,,,
WASP-39 b,0.284135,0.0485835,4.055259,0,90,2455342.9688,38,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,1.27,230,WASP-39,0.93,0.895,5400,,,,
GJ 876 b,1.9469,0.208098,61.1166,0.0324,50.3,2450546.8,214,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Delfosse 1998 ; Marcy 1998,http://adsabs.harvard.edu/abs/1998A%26A...338L..67D ; http://adsabs.harvard.edu/abs/1998ApJ...505L.147M,,4.68867,GJ 876,0.32,,,,,113020,876
HD 164509 b,0.480333,0.877542,282.4,0.26,324,2455703,14.2,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,,51.9999,HD 164509,1.13,1.05601,5922,164509,,88268,
HD 9446 b,0.698769,0.189213,30.052,0.2,215,2454854.4,46.6,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,,52.356,HD 9446,1,0.919448,5793,9446,,7245,
HD 18742 b,2.8638,1.97816,772,0.12,102,2455200,44.3,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,135,HD 18742,1.73,5.60612,5016,18742,,13993,
WASP-80 b,0.551763,0.0344696,3.0678504,0,,2456125.417512,110.9,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,0.952,60,WASP-80,0.58,0.571,4145,,,,
HD 167042 b,1.63682,1.29371,420.77,0.089,85.7,2454230.1,32.16,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J,,50.226,HD 167042,1.63,4.21565,5028,167042,6817,89047,
HD 69830 b,0.0316488,0.0781916,8.6669998,0.1,340,2453496.8,3.51,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,,12.4938,HD 69830,0.849,0.921634,5360,69830,3259,40693,302
Kepler-8 b,0.582607,0.0483278,3.52254,0,90,2454954.1182,68.4,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,1.419,1330,Kepler-8,1.213,1.486,6213,,,,
HD 114762 b,11.6351,0.362932,83.9151,0.3354,201.28,2449889.106,612.48,Kane 2011,http://adsabs.harvard.edu/abs/2011ApJ...735L..41K,Latham 1989,http://adsabs.harvard.edu/abs/1989Natur.339...38L,,38.6548,HD 114762,0.894578,0.859205,5952.51,114762,,64426,
61 Vir c,0.0333747,0.216926,38.021,0.14,341,2453350.4723572917,2.12,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,,8.55505,61 Vir,0.942,0.978547,5571,115617,5019,64924,
HD 45652 b,0.468448,0.227878,43.6,0.38,273,2454120.3,33.1,Santos 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..369S,Santos 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..369S,,34.3525,HD 45652,0.83,1.13465,5312,45652,,30905,
HAT-P-14 b,2.22166,0.0606258,4.627669,0.107,94,2454875.331,219,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,1.15,204.918,HAT-P-14,1.386,1.468,6600,,,,
WASP-66 b,2.30754,0.0546221,4.086052,0,90,2455929.09615,246,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.39,380,WASP-66,1.3,1.75,6600,,,,
HD 73256 b,1.86902,0.0371348,2.5485799,0.029,337.3,2452500.18,269,Udry 2003,http://adsabs.harvard.edu/abs/2003A%26A...407..679U,Udry 2003,http://adsabs.harvard.edu/abs/2003A%26A...407..679U,,37.7644,HD 73256,1.05,1.21851,5636,73256,,42214,
Kepler-56 b,,0.104248,10.5034294,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.342276,,Kepler-56,1.37,3.14,4931,,,,
6 Lyn b,2.20888,2.18639,874.774,0.059,314.9,2454024.5,31.52,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Sato 2008 ; Johnson 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S ; http://adsabs.harvard.edu/abs/2008ApJ...675..784J,,56.9476,6 Lyn,1.82,5.49553,4978,45410,2331,31039,
HD 180314 b,22.6261,1.45528,396.03,0.257,303.1,2453565.9,340.8,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,,131.406,HD 180314,2.6,7.38571,4917,180314,,94576,
HD 17092 b,4.96206,1.30798,359.89999,0.166,347.4,2452969.5,82.4,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,,108.696,HD 17092,2.3,11.8,4650,17092,,,
HIP 57274 b,0.0365708,0.0712798,8.1352,0.187,81,2454801.015,4.64,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,,25.9202,HIP 57274,0.73,0.68,4640,,,57274,
HD 202206 b,16.8244,0.811776,255.87,0.435,161.18,2452175.3356994856,564.75,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,,45.3309,HD 202206,1.074,0.985786,5787.84,202206,,104903,
WASP-5 b,1.62047,0.0271923,1.6284229,0,90,2454373.99601,277.8,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,1.14,300.03,WASP-5,1.01,1.026,5880,,,,
Kepler-78 b,,0.0091466,0.35500744,,,,,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,0.103396,,Kepler-78,0.81,0.74,5089,,,,
CoRoT-2 b,3.27343,0.0280884,1.7429935,0.0143,102,2454237.592,563,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Alonso 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..21A,1.466,,CoRoT-2,0.97,0.902,5625,,,,
HD 108874 c,1.02837,2.72021,1680.3835,0.273039,10.4522,2452797.335,18.8971,Wright 2009,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,,62.6174,HD 108874,0.95,1.12115,5550.95,108874,,61028,
MOA-2010-BLG-073L b,,,,,,,,Street 2013,http://adsabs.harvard.edu/abs/2013ApJ...763...67S,Street 2013,http://adsabs.harvard.edu/abs/2013ApJ...763...67S,,2800,MOA-2010-BLG-073L,0.16,14.7,,,,,
HD 200964 c,0.945722,2.00121,825,0.181,182.6,2455000,15.42,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,,72.2022,HD 200964,1.57,3.80029,5082,200964,,104202,
HD 10180 h,0.206033,3.42452,2248,0.151,184,2453619.1739,3.11,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,,39.0168,HD 10180,1.06,1.10851,5911,10180,,7599,
HD 33142 b,1.41137,1.09038,326.6,0.12,138,2455324,30.4,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,126,HD 33142,1.62,4.29546,5049,33142,,23844,
HAT-P-20 b,7.27817,0.03616,2.875317,0.015,317,2455079.875,1246,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,0.867,70.0001,HAT-P-20,0.756,0.694,4595,,,,
HD 7924 b,0.0291185,0.0566409,5.3978,0.17,25,2454727.27,3.87,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H,,16.8095,HD 7924,0.832,0.763424,5177,7924,,6379,56.5
CoRoT-5 b,0.461312,0.0496334,4.0378962,0.09,231.657,2454397.67413,59.1,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,1.388,,CoRoT-5,1,1.186,6100,,,,
WASP-47 b,1.13635,0.0520112,4.1591399,0,90,2455764.34602,136,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.15,200,WASP-47,1.084,1.15,5400,,,,
OGLE-2011-BLG-0251 b,,,,,,,,Kains 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..70K,Kains 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..70K,,2570,OGLE-2011-BLG-0251,0.26,,,,,,
Kepler-36 b,0.0140374,0.115423,13.83989,0,90,2454960.9753,,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.132454,,Kepler-36,1.071,1.626,5911,,,,
